"Memory_Bandwidth","Memory_Speed","L2_Cache","Memory_Bus","Shader","Dedicated","Manufacturer"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
198.7,1552,512,256,"5","Yes","Nvidia"
16,1000,2048,64,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
384.5,1502,512,256,"5","Yes","Nvidia"
134.4,1400,384,192,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
134.4,1400,384,192,"5","Yes","Nvidia"
80,1250,2048,128,"5","Yes","Nvidia"
80,1250,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
96.1,1502,2048,128,"5","Yes","Nvidia"
192.3,1502,512,256,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
96.1,1502,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
88,1375,2048,128,"5","Yes","Nvidia"
96.1,1502,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
384.5,1502,1024,256,"5","Yes","Nvidia"
96.1,1502,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
88,1375,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
81.6,1275,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
80,1250,2048,128,"5","Yes","Nvidia"
80,1250,2048,128,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
80,1250,2048,128,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
86.4,1350,2048,128,"5","Yes","Nvidia"
198.4,1550,512,256,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
80,1250,2048,128,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
81.6,1275,2048,128,"5","Yes","Nvidia"
80,1250,2048,128,"5","Yes","Nvidia"
80,1250,2048,128,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
28.8,900,2048,128,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
81.6,1275,2048,128,"5","Yes","Nvidia"
80,1250,2048,128,"5","Yes","Nvidia"
80,1250,384,128,"5","Yes","Nvidia"
80,1250,384,128,"5","Yes","Nvidia"
83.2,1300,256,128,"5","Yes","Nvidia"
80,1250,384,128,"5","Yes","Nvidia"
80,1250,256,128,"5","Yes","Nvidia"
80,1250,256,128,"5","Yes","Nvidia"
80,1250,256,128,"5","Yes","Nvidia"
80,1250,256,128,"5","Yes","Nvidia"
80,1250,256,128,"5","Yes","Nvidia"
80,1250,256,128,"5","Yes","Nvidia"
80,1250,256,128,"5","Yes","Nvidia"
80,1250,256,128,"5","Yes","Nvidia"
80,1250,256,128,"5","Yes","Nvidia"
80,1250,256,128,"5","Yes","Nvidia"
80,1250,256,128,"5","Yes","Nvidia"
80,1250,256,128,"5","Yes","Nvidia"
80,1250,256,128,"5","Yes","Nvidia"
28.5,891,256,128,"5","Yes","Nvidia"
28.5,891,256,128,"5","Yes","Nvidia"
21.3,667,256,128,"5","Yes","Nvidia"
28.5,891,256,128,"5","Yes","Nvidia"
80,1250,256,128,"5","Yes","Nvidia"
80,1250,256,128,"5","Yes","Nvidia"
28.5,891,256,128,"5","Yes","Nvidia"
21.3,667,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
28.5,891,256,128,"5","Yes","Nvidia"
16,500,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
17.1,533,256,128,"5","Yes","Nvidia"
80.2,1253,2048,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
21.3,667,256,128,"5","Yes","Nvidia"
21.3,667,256,128,"5","Yes","Nvidia"
17.1,533,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
40.1,1253,128,64,"5","Yes","Nvidia"
40,1250,128,64,"5","Yes","Nvidia"
40.1,1253,128,64,"5","Yes","Nvidia"
40.1,1253,128,64,"5","Yes","Nvidia"
40.1,1253,128,64,"5","Yes","Nvidia"
40,1250,128,64,"5","Yes","Nvidia"
40.1,1253,128,64,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
40,1250,128,64,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
40.1,1253,128,64,"5","Yes","Nvidia"
28.8,900,256,128,"5","Yes","Nvidia"
40,1250,128,64,"5","Yes","Nvidia"
14.4,902,128,64,"5","Yes","Nvidia"
40,1250,128,64,"5","Yes","Nvidia"
40,1250,128,64,"5","Yes","Nvidia"
40,1250,128,64,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
14.4,898,128,64,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
14.4,450,0,128,"2","Yes","Nvidia"
13.6,425,0,256,"2","Yes","Nvidia"
3.2,200,0,128,"2","Yes","Nvidia"
4,250,0,128,"2","Yes","Nvidia"
3.2,200,0,128,"2","Yes","Nvidia"
3.2,200,0,128,"2","Yes","Nvidia"
3.2,200,0,128,"2","Yes","Nvidia"
5.6,350,0,128,"2","Yes","Nvidia"
3.2,200,0,128,"2","Yes","Nvidia"
4.4,275,0,128,"1.3","Yes","Nvidia"
5.2,325,0,128,"1.3","Yes","Nvidia"
14.4,900,128,64,"5","Yes","Nvidia"
1.8,222,0,64,"1.3","Yes","Nvidia"
32,500,0,256,"3","Yes","Nvidia"
16,500,0,128,"3","Yes","Nvidia"
32,500,0,256,"3","Yes","Nvidia"
3.2,200,0,128,"3","Yes","Nvidia"
32,500,0,256,"3","Yes","Nvidia"
15.2,475,0,128,"3","Yes","Nvidia"
5.3,333,0,128,"3","Yes","Nvidia"
2.1,266,0,64,"3","Yes","Nvidia"
4.4,275,0,128,"3","Yes","Nvidia"
2.8,350,0,64,"3","Yes","Nvidia"
8.5,533,0,64,"3","No","Nvidia"
8.8,275,0,128,"3","Yes","Nvidia"
